"index";"Company";"TypeName";"Inches";"screen_size";"resolution_width";"resolution_height";"touchscreen";"cpu_brand";"Ram";"memory_type";"primary_storage";"secondary_storage";"gpu_brand";"gpu_name";"OpSys";"Weight";"price";"ppi"
0;"Dell";"Gaming";15.6;"medium";1920;1080;0;"1.60";8;"HDD";1024;0;"Intel";" UHD Graphics 620";"windows";8;52161;141
776;"Asus";"2 in 1 Convertible";15.6;"medium";1920;1080;1;"2.70";12;"HDD";2048;0;"Nvidia";" GeForce 940MX";"windows";12;44702;141
777;"Lenovo";"Notebook";15.6;"medium";3840;2160;0;"2.70";16;"SSD";512;0;"Nvidia";" Quadro M2000M";"windows";16;126274;282
778;"Acer";"Notebook";14.0;"medium";1920;1080;0;"2.40";4;"SSD";128;0;"Intel";" HD Graphics 620";"windows";4;33886;157
779;"Razer";"Gaming";14.0;"medium";1920;1080;0;"2.80";16;"SSD";512;0;"Nvidia";" GeForce GTX 1060";"windows";16;154459;157
780;"Asus";"Notebook";15.6;"medium";1920;1080;0;"1.10";8;"SSD";128;0;"Intel";" HD Graphics 505";"windows";8;31004;141
781;"Dell";"Gaming";17.3;"large";1920;1080;0;"2.80";32;"Hybrid";1024;1024;"Nvidia";" GeForce GTX 1070M";"windows";32;191211;127
782;"Asus";"Gaming";17.3;"large";1920;1080;0;"2.60";16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1070";"windows";16;125208;127
783;"Toshiba";"Ultrabook";14.0;"medium";1920;1080;0;"2.60";16;"SSD";512;0;"Nvidia";" GeForce 930M";"windows";16;93986;157
784;"Lenovo";"Notebook";15.6;"medium";1366;768;0;"1.60";8;"HDD";1024;0;"Intel";" HD Graphics 405";"N/A";8;17529;100
785;"Lenovo";"Ultrabook";14.0;"medium";1920;1080;0;"2.70";16;"SSD";512;0;"Intel";" HD Graphics 620";"windows";16;122491;157
786;"MSI";"Gaming";14.0;"medium";1920;1080;0;"2.80";16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1060";"windows";16;100752;157
787;"MSI";"Gaming";15.6;"medium";1920;1080;0;"2.50";8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050";"windows";8;58022;141
788;"Lenovo";"Gaming";15.6;"medium";1920;1080;0;"2.80";4;"HDD";1024;0;"Nvidia";" GeForce GTX 1050";"windows";4;53227;141
789;"Acer";"Gaming";17.3;"large";1920;1080;0;"2.80";16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1060";"windows";16;122491;127
790;"Dell";"Gaming";15.6;"medium";1920;1080;0;"2.50";8;"SSD";256;0;"Nvidia";" GeForce GTX 1050";"windows";8;52481;141
791;"Asus";"Gaming";15.6;"medium";1920;1080;0;"2.80";8;"Hybrid";128;1024;"Nvidia";" GeForce GTX1060";"windows";8;71342;141
792;"Vero";"Notebook";14.0;"medium";1920;1080;0;"1.10";4;"Flash Storage";32;0;"Intel";" HD Graphics 500";"windows";4;10811;157
793;"Lenovo";"2 in 1 Convertible";13.3;"small";1920;1080;1;"2.70";8;"SSD";512;0;"Intel";" HD Graphics 620";"windows";8;104962;166
794;"Lenovo";"2 in 1 Convertible";15.6;"medium";1920;1080;1;"2.50";8;"SSD";256;0;"AMD";" Radeon R7 M460";"windows";8;51096;141
795;"Apple";"Ultrabook";12.0;"small";2304;1440;0;"1.20";8;"Flash Storage";512;0;"Intel";" HD Graphics 5300";"macos";8;62071;226
796;"Lenovo";"2 in 1 Convertible";14.0;"medium";2560;1440;1;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;124142;210
797;"Asus";"Notebook";14.0;"medium";1366;768;0;"1.10";4;"Flash Storage";32;0;"Intel";" HD Graphics 500";"windows";4;15931;112
798;"Dell";"Notebook";15.6;"medium";1366;768;0;"2.50";8;"SSD";128;0;"Intel";" HD Graphics 620";"windows";8;43157;100
799;"Lenovo";"2 in 1 Convertible";13.9;"small";1920;1080;1;"2.70";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;71875;158
800;"Dell";"Notebook";15.6;"medium";1920;1080;0;"2.00";8;"SSD";256;0;"AMD";" Radeon R5 M420X";"windows";8;39374;141
801;"HP";"Workstation";15.6;"medium";1920;1080;0;"2.80";8;"SSD";256;0;"Nvidia";" Quadro M2200";"windows";8;110018;141
802;"Asus";"Notebook";15.6;"medium";1920;1080;0;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;58555;141
803;"Dell";"Ultrabook";13.3;"small";1920;1080;0;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;79867;166
804;"Dell";"Notebook";15.6;"medium";3840;2160;1;"2.50";8;"SSD";256;0;"Nvidia";" GeForce GTX 1050";"windows";8;93187;282
805;"Dell";"Netbook";11.6;"small";1366;768;0;"1.10";4;"SSD";128;0;"Intel";" HD Graphics 505";"windows";4;39640;135
806;"HP";"Netbook";12.5;"small";1366;768;0;"2.60";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;74006;125
807;"Toshiba";"Notebook";15.6;"medium";1366;768;0;"2.30";4;"HDD";500;0;"Intel";" HD Graphics 520";"windows";4;41558;100
808;"HP";"Notebook";15.6;"medium";1366;768;0;"2.50";8;"HDD";2048;0;"AMD";" Radeon R7 Graphics";"windows";8;33513;100
809;"Dell";"Gaming";15.6;"medium";3840;2160;0;"2.80";16;"SSD";512;0;"Nvidia";" GeForce GTX 1050 Ti";"windows";16;89457;282
810;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"2.50";4;"HDD";1024;0;"Nvidia";" GeForce 920M";"windows";4;32448;141
811;"HP";"Gaming";17.3;"large";1920;1080;0;"2.80";12;"HDD";1024;0;"AMD";" Radeon RX 580";"windows";12;93187;127
812;"MSI";"Gaming";17.3;"large";1920;1080;0;"2.80";16;"Hybrid";512;1024;"Nvidia";" GeForce GTX 1070";"windows";16;128671;127
813;"Samsung";"Ultrabook";13.3;"small";1920;1080;0;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;79867;166
814;"Dell";"Notebook";15.6;"medium";1920;1080;0;"2.70";8;"HDD";1024;0;"Nvidia";" GeForce GT 940MX";"windows";8;51202;141
815;"Dell";"Notebook";15.6;"medium";1920;1080;0;"2.50";8;"SSD";256;0;"AMD";" Radeon R5 M420";"windows";8;42081;141
816;"Lenovo";"Ultrabook";14.0;"medium";1920;1080;0;"2.70";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;99048;157
817;"Razer";"Ultrabook";12.5;"small";3840;2160;1;"2.50";16;"SSD";512;0;"Intel";" HD Graphics 620";"windows";16;95851;352
818;"HP";"Netbook";11.6;"small";1366;768;0;"1.60";4;"Flash Storage";16;0;"Intel";" HD Graphics 400";"others";4;20513;135
819;"Dell";"Gaming";17.3;"large";1920;1080;0;"2.80";16;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1060";"windows";16;133467;127
820;"Dell";"Notebook";14.0;"medium";1366;768;0;"2.30";4;"HDD";500;0;"Intel";" HD Graphics 520";"windows";4;40226;112
821;"Lenovo";"Notebook";15.6;"medium";1366;768;0;"2.00";4;"HDD";500;0;"Intel";" HD Graphics 520";"windows";4;58694;100
822;"Toshiba";"Ultrabook";14.0;"medium";1366;768;0;"2.50";4;"SSD";128;0;"Intel";" HD Graphics 620";"windows";4;58075;112
823;"Lenovo";"Ultrabook";14.0;"medium";1920;1080;0;"2.70";8;"SSD";512;0;"Intel";" HD Graphics 620";"windows";8;133147;157
824;"MSI";"Gaming";15.6;"medium";1920;1080;0;"2.50";8;"SSD";256;0;"Nvidia";" GeForce GTX 1050";"windows";8;63883;141
825;"Lenovo";"Ultrabook";14.0;"medium";1920;1080;0;"2.50";8;"Flash Storage";256;0;"Intel";" HD Graphics 620";"windows";8;99900;157
826;"Toshiba";"Notebook";14.0;"medium";1366;768;0;"2.10";4;"SSD";128;0;"Intel";" HD Graphics 510";"windows";4;26587;112
827;"Asus";"2 in 1 Convertible";13.3;"small";1920;1080;1;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;60303;166
828;"Dell";"Notebook";14.0;"medium";1366;768;0;"2.00";4;"HDD";500;0;"Intel";" HD Graphics 520";"windows";4;31169;112
829;"Acer";"Netbook";11.6;"small";1366;768;0;"1.60";4;"Flash Storage";32;0;"Intel";" HD Graphics 400";"others";4;18914;135
830;"Acer";"Notebook";14.0;"medium";1920;1080;0;"2.40";8;"SSD";128;0;"Intel";" HD Graphics 620";"windows";8;32980;157
831;"Razer";"Gaming";17.3;"large";3840;2160;1;"2.90";32;"SSD";512;0;"Nvidia";" GeForce GTX 1080";"windows";32;292987;255
832;"Lenovo";"Ultrabook";14.0;"medium";2560;1440;0;"2.60";16;"SSD";512;0;"Intel";" HD Graphics 520";"windows";16;111835;210
833;"Asus";"Notebook";15.6;"medium";1920;1080;0;"2.50";4;"HDD";1024;0;"Nvidia";" GeForce 920";"linux";4;27652;141
834;"Lenovo";"Notebook";14.0;"medium";1920;1080;0;"2.30";8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";8;63190;157
835;"Lenovo";"Notebook";14.0;"medium";1920;1080;0;"2.60";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;87912;157
836;"Dell";"Gaming";15.6;"medium";1920;1080;0;"2.80";16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1070";"windows";16;147832;141
837;"Asus";"Gaming";17.3;"large";1920;1080;0;"2.80";16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1070";"windows";16;128884;127
838;"Toshiba";"Notebook";15.6;"medium";1366;768;0;"2.40";4;"HDD";500;0;"Intel";" HD Graphics 620";"windows";4;35644;100
839;"Lenovo";"Notebook";14.0;"medium";1366;768;0;"1.60";4;"Flash Storage";16;0;"Intel";" HD Graphics 400";"others";4;17316;112
840;"Asus";"Notebook";15.6;"medium";1920;1080;0;"2.50";8;"HDD";128;0;"Intel";" HD Graphics 620";"windows";8;31435;141
841;"Asus";"Gaming";17.3;"large";1920;1080;0;"2.60";16;"Hybrid";512;1024;"Nvidia";" GeForce GTX 1060";"windows";16;95851;127
842;"Dell";"Gaming";17.3;"large";1920;1080;0;"2.80";32;"Hybrid";512;1024;"Nvidia";" GeForce GTX 1070";"windows";32;163724;127
843;"HP";"Notebook";17.3;"large";1600;900;0;"2.50";8;"HDD";1024;0;"Nvidia";" GeForce 930MX";"windows";8;48485;106
844;"Dell";"Notebook";15.6;"medium";1366;768;0;"2.50";8;"SSD";128;0;"Intel";" HD Graphics 620";"windows";8;38041;100
845;"HP";"Ultrabook";14.0;"medium";1920;1080;0;"2.50";8;"SSD";512;0;"Intel";" HD Graphics 520";"windows";8;99634;157
846;"Dell";"Notebook";15.6;"medium";1920;1080;0;"2.70";4;"SSD";256;0;"AMD";" Radeon R5 M420";"windows";4;39374;141
847;"HP";"2 in 1 Convertible";11.6;"small";1366;768;1;"1.10";4;"Flash Storage";32;0;"Intel";" HD Graphics 500";"others";4;32767;135
848;"Asus";"Ultrabook";13.3;"small";1920;1080;0;"2.30";8;"SSD";512;0;"Nvidia";" GeForce 940M";"windows";8;54665;166
849;"HP";"2 in 1 Convertible";13.3;"small";1920;1080;1;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;121319;166
850;"HP";"Ultrabook";14.0;"medium";1920;1080;0;"2.50";8;"SSD";512;0;"Intel";" HD Graphics 520";"windows";8;78215;157
851;"HP";"Notebook";15.6;"medium";1366;768;0;"1.60";4;"SSD";128;0;"Intel";" HD Graphics 400";"N/A";4;15931;100
852;"Asus";"Gaming";15.6;"medium";1920;1080;0;"2.80";16;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1060";"windows";16;101179;141
853;"Dell";"Notebook";17.3;"large";1920;1080;0;"2.70";8;"HDD";1024;0;"AMD";" Radeon R7 M445";"linux";8;46087;127
854;"Lenovo";"Ultrabook";14.0;"medium";1920;1080;0;"2.80";8;"SSD";256;0;"Nvidia";" GeForce GT 940MX";"windows";8;101392;157
855;"Asus";"Notebook";15.6;"medium";1920;1080;0;"2.70";8;"SSD";256;0;"Nvidia";" GeForce GTX 930MX";"windows";8;41931;141
856;"Dell";"Notebook";15.6;"medium";1920;1080;0;"2.50";8;"SSD";128;0;"Intel";" HD Graphics 620";"windows";8;50350;141
857;"Asus";"Notebook";15.6;"medium";1366;768;0;"1.10";4;"HDD";1024;0;"Intel";" HD Graphics 505";"windows";4;23923;100
858;"HP";"2 in 1 Convertible";13.3;"small";1920;1080;1;"2.80";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;136344;166
859;"Dell";"Notebook";13.3;"small";1920;1080;1;"2.30";8;"HDD";1024;0;"Intel";" HD Graphics 520";"windows";8;34579;166
860;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"2.00";4;"HDD";1024;0;"Intel";" HD Graphics 520";"N/A";4;24988;141
861;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"2.50";8;"HDD";1024;0;"Intel";" HD Graphics 620";"windows";8;45323;141
862;"HP";"Notebook";15.6;"medium";1920;1080;0;"2.60";8;"SSD";256;0;"AMD";" Radeon R7 M465";"windows";8;71875;141
863;"Toshiba";"Notebook";13.3;"small";1920;1080;0;"2.50";4;"SSD";128;0;"Intel";" HD Graphics 620";"windows";4;68465;166
864;"Lenovo";"Gaming";15.6;"medium";1920;1080;0;"2.50";8;"HDD";1024;0;"Nvidia";" GeForce GTX 1050";"N/A";8;54186;141
865;"Dell";"Ultrabook";13.3;"small";3200;1800;1;"2.50";16;"SSD";512;0;"Intel";" Iris Plus Graphics 640";"windows";16;63376;276
866;"HP";"Notebook";15.6;"medium";1920;1080;0;"2.30";4;"HDD";500;0;"Intel";" HD Graphics 520";"windows";4;48485;141
867;"Toshiba";"Ultrabook";13.3;"small";1366;768;0;"2.30";8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";8;58342;118
868;"Lenovo";"2 in 1 Convertible";13.3;"small";1920;1080;1;"2.70";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;103896;166
869;"Acer";"Notebook";14.0;"medium";1920;1080;0;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;33889;157
870;"Dell";"Workstation";15.6;"medium";1920;1080;0;"2.80";8;"HDD";1024;0;"Nvidia";" Quadro M620";"windows";8;94732;141
871;"Lenovo";"Notebook";15.6;"medium";1366;768;0;"2.50";4;"HDD";500;0;"Intel";" HD Graphics 620";"windows";4;56210;100
872;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"2.00";4;"HDD";1024;0;"AMD";" Radeon R5 M430";"N/A";4;25521;141
873;"Toshiba";"Notebook";15.6;"medium";1920;1080;0;"2.70";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;73953;141
874;"Lenovo";"Notebook";13.3;"small";1920;1080;0;"2.40";4;"SSD";180;0;"Intel";" HD Graphics 620";"windows";4;39161;166
875;"Samsung";"Ultrabook";15.0;"medium";1920;1080;0;"2.70";16;"SSD";256;0;"Nvidia";" GeForce 940MX";"windows";16;98515;147
876;"Dell";"Ultrabook";12.5;"small";1920;1080;0;"2.80";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;90043;176
877;"Asus";"Notebook";15.6;"medium";1366;768;0;"1.10";4;"HDD";1024;0;"Intel";" HD Graphics 505";"linux";4;21258;100
878;"Xiaomi";"Ultrabook";13.3;"small";1920;1080;0;"2.30";8;"SSD";256;0;"Nvidia";" GeForce 940MX";"windows";8;49817;166
879;"Dell";"Notebook";15.6;"medium";1920;1080;0;"2.50";4;"Hybrid";128;1024;"Nvidia";" GeForce 940MX";"windows";4;48618;141
880;"HP";"Notebook";15.6;"medium";1920;1080;0;"2.50";4;"SSD";256;0;"Intel";" HD Graphics 620";"windows";4;44702;141
881;"HP";"2 in 1 Convertible";13.3;"small";1920;1080;1;"2.50";4;"SSD";256;0;"Intel";" HD Graphics 620";"windows";4;90576;166
882;"HP";"2 in 1 Convertible";15.6;"medium";1366;768;1;"2.50";4;"HDD";500;0;"Intel";" HD Graphics 620";"windows";4;36486;100
883;"Asus";"Notebook";14.1;"medium";1366;768;0;"1.10";4;"Flash Storage";32;0;"Intel";" HD Graphics 500";"windows";4;18541;111
884;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"2.50";8;"HDD";1024;0;"Nvidia";" GeForce 940MX";"windows";8;35644;141
885;"Dell";"Notebook";15.6;"medium";1366;768;0;"1.60";4;"HDD";500;0;"Intel";" HD Graphics";"windows";4;19660;100
886;"HP";"2 in 1 Convertible";13.3;"small";1920;1080;1;"2.50";4;"SSD";256;0;"Intel";" HD Graphics 620";"windows";4;95851;166
887;"Dell";"Notebook";15.6;"medium";1366;768;0;"2.00";4;"HDD";1024;0;"AMD";" Radeon R5 M420X";"linux";4;24280;100
888;"Asus";"Gaming";17.3;"large";1920;1080;0;"2.50";12;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050";"windows";12;72988;127
889;"Acer";"Netbook";11.6;"small";1366;768;0;"1.60";4;"Flash Storage";32;0;"Intel";" HD Graphics 400";"others";4;15824;135
890;"Lenovo";"Notebook";17.3;"large";1600;900;0;"2.20";4;"HDD";500;0;"AMD";" Radeon R3";"windows";4;20193;106
891;"HP";"Notebook";14.0;"medium";1920;1080;0;"2.50";4;"SSD";128;0;"Intel";" HD Graphics 620";"windows";4;67399;157
892;"HP";"2 in 1 Convertible";13.3;"small";3200;1800;1;"2.70";16;"SSD";256;0;"Intel";" HD Graphics 620";"windows";16;74539;276
893;"Samsung";"Ultrabook";15.0;"medium";1920;1080;0;"2.70";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;90523;147
894;"Lenovo";"Ultrabook";14.0;"medium";1920;1080;0;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;95851;157
895;"MSI";"Gaming";17.3;"large";3840;2160;0;"2.60";16;"Hybrid";512;2048;"Nvidia";" GeForce GTX 1060";"windows";16;141139;255
896;"Toshiba";"Notebook";13.3;"small";1920;1080;0;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;78588;166
897;"Dell";"Gaming";15.6;"medium";1920;1080;0;"2.80";8;"HDD";1024;0;"Nvidia";" GeForce GTX 1050Ti";"linux";8;49497;141
898;"HP";"Notebook";15.6;"medium";1920;1080;0;"2.70";8;"HDD";1024;0;"Nvidia";" GeForce 930MX";"windows";8;47952;141
899;"Dell";"Notebook";15.6;"medium";1366;768;0;"2.00";4;"HDD";1024;0;"AMD";" Radeon R5 M420X";"windows";4;32714;100
900;"Dell";"Notebook";15.6;"medium";1920;1080;0;"2.60";8;"HDD";500;0;"Intel";" HD Graphics 620";"windows";8;49817;141
901;"Dell";"2 in 1 Convertible";13.3;"small";3200;1800;1;"1.30";8;"SSD";512;0;"Intel";" HD Graphics 615";"windows";8;107258;276
902;"Asus";"Gaming";17.3;"large";1920;1080;0;"2.70";32;"SSD";256;256;"Nvidia";" GeForce GTX 980M";"windows";32;68145;127
903;"Dell";"2 in 1 Convertible";13.3;"small";1920;1080;1;"1.30";16;"SSD";256;0;"Intel";" HD Graphics 615";"windows";16;87859;166
904;"Lenovo";"Ultrabook";14.0;"medium";1920;1080;0;"2.70";8;"Flash Storage";256;0;"Intel";" HD Graphics 620";"windows";8;109171;157
905;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"2.50";8;"SSD";512;0;"Intel";" HD Graphics 620";"windows";8;104588;141
906;"LG";"Ultrabook";15.6;"medium";1920;1080;1;"2.70";16;"SSD";512;0;"Intel";" HD Graphics 620";"windows";16;111835;141
907;"HP";"Netbook";12.5;"small";1920;1080;0;"2.70";8;"SSD";512;0;"Intel";" HD Graphics 620";"windows";8;79014;176
908;"Acer";"Notebook";15.6;"medium";1920;1080;0;"1.50";4;"Flash Storage";16;0;"Intel";" HD Graphics";"others";4;19128;141
909;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"2.30";8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 960M";"windows";8;42038;141
910;"LG";"Ultrabook";14.0;"medium";1920;1080;1;"2.70";8;"SSD";512;0;"Intel";" HD Graphics 620";"windows";8;101179;157
911;"Dell";"Notebook";14.0;"medium";1920;1080;0;"2.80";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;64202;157
912;"HP";"Ultrabook";12.5;"small";3840;2160;1;"1.20";8;"SSD";240;0;"Intel";" HD Graphics 515";"windows";8;165168;352
913;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"2.70";6;"SSD";256;0;"Nvidia";" GeForce 940MX";"windows";6;42038;141
914;"HP";"Notebook";15.6;"medium";1920;1080;0;"2.70";8;"SSD";256;0;"Nvidia";" GeForce 930MX";"windows";8;54292;141
915;"Acer";"Notebook";15.6;"medium";1920;1080;0;"2.40";4;"HDD";1024;0;"Intel";" HD Graphics 620";"windows";4;26587;141
916;"Lenovo";"Notebook";13.3;"small";1920;1080;0;"2.50";4;"SSD";128;0;"Intel";" HD Graphics 620";"windows";4;46940;166
917;"HP";"Notebook";13.3;"small";1920;1080;0;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;51149;166
918;"MSI";"Gaming";17.3;"large";1920;1080;0;"2.80";16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1050 Ti";"windows";16;85195;127
919;"Dell";"Gaming";15.6;"medium";1920;1080;0;"2.80";16;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050 Ti";"windows";16;71875;141
920;"MSI";"Gaming";15.6;"medium";1920;1080;0;"2.50";8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050";"windows";8;59669;141
921;"Dell";"Notebook";15.6;"medium";1366;768;0;"2.50";4;"HDD";1024;0;"AMD";" Radeon R5 M420";"windows";4;36496;100
0;"HP";"Ultrabook";15.6;"medium";1920;1080;0;"1.60";8;"SSD";256;0;"Intel";" UHD Graphics 620";"windows";8;52161;141
925;"Lenovo";"2 in 1 Convertible";13.3;"small";1920;1080;1;"2.50";8;"SSD";512;0;"Intel";" HD Graphics 620";"windows";8;97236;166
926;"Dell";"Notebook";15.6;"medium";1366;768;0;"2.30";4;"HDD";500;0;"Intel";" HD Graphics 520";"windows";4;38889;100
927;"Lenovo";"Ultrabook";12.5;"small";1920;1080;0;"2.70";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;87912;176
928;"HP";"Notebook";15.6;"medium";1920;1080;0;"2.30";8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";8;62071;141
929;"Dell";"Notebook";15.6;"medium";1366;768;0;"2.50";4;"HDD";1024;0;"Intel";" HD Graphics 620";"windows";4;37725;100
930;"HP";"Notebook";14.0;"medium";1366;768;0;"2.30";4;"HDD";500;0;"Intel";" HD Graphics 520";"windows";4;61219;112
931;"Lenovo";"Notebook";15.6;"medium";1366;768;0;"1.10";4;"HDD";1024;0;"Intel";" HD Graphics 505";"windows";4;16464;100
932;"HP";"Ultrabook";12.5;"small";1920;1080;0;"2.30";4;"HDD";500;0;"Intel";" HD Graphics 520";"windows";4;84129;176
933;"HP";"Notebook";15.6;"medium";1366;768;0;"1.60";4;"HDD";1024;0;"Intel";" HD Graphics 400";"N/A";4;15393;100
934;"Lenovo";"2 in 1 Convertible";13.3;"small";3200;1800;1;"2.20";16;"SSD";1024;0;"Intel";" Iris Graphics 540";"windows";16;95851;276
935;"Toshiba";"Notebook";14.0;"medium";1920;1080;0;"2.30";4;"SSD";128;0;"Intel";" HD Graphics 520";"windows";4;58874;157
936;"HP";"Netbook";12.5;"small";1920;1080;0;"2.30";8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";8;88924;176
937;"Dell";"Notebook";15.6;"medium";1366;768;0;"2.00";4;"HDD";1024;0;"Intel";" HD Graphics 520";"windows";4;29762;100
0;"MSI";"Gaming";15.6;"medium";1920;1080;0;"1.60";8;"Hybrid";128;1024;"Intel";" UHD Graphics 620";"windows";8;52161;141
940;"Dell";"Gaming";17.3;"large";2560;1440;0;"2.70";16;"Hybrid";512;1024;"Nvidia";" GeForce GTX 1080";"windows";16;146946;170
941;"HP";"Gaming";17.3;"large";1920;1080;0;"2.30";8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 965M";"windows";8;74539;127
942;"Asus";"Notebook";17.3;"large";1600;900;0;"1.60";4;"HDD";1024;0;"Nvidia";" GeForce 920MX";"windows";4;28238;106
943;"Acer";"Notebook";15.6;"medium";1366;768;0;"2.50";4;"HDD";500;0;"Intel";" HD Graphics 620";"windows";4;32980;100
944;"Toshiba";"Notebook";15.6;"medium";1366;768;0;"2.30";8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";8;59620;100
945;"Lenovo";"2 in 1 Convertible";11.3;"small";1920;1080;1;"1.20";8;"SSD";256;0;"Intel";" HD Graphics 515";"windows";8;69211;195
946;"Lenovo";"Gaming";15.6;"medium";1920;1080;0;"2.10";16;"Hybrid";512;1024;"AMD";" Radeon R9 M385";"windows";16;53227;141
947;"Dell";"Ultrabook";12.5;"small";1920;1080;1;"2.50";8;"SSD";256;0;"Intel";" HD Graphics";"windows";8;78439;176
948;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;"2.70";8;"HDD";1024;0;"Nvidia";" GeForce 920MX";"N/A";8;36497;141
949;"Dell";"Notebook";17.3;"large";1600;900;0;"2.00";4;"HDD";1024;0;"AMD";" Radeon R7 M445";"windows";4;35112;106
950;"Acer";"Notebook";14.0;"medium";1366;768;0;"1.60";4;"Flash Storage";32;0;"Intel";" HD Graphics 400";"others";4;18595;112
951;"HP";"Workstation";15.6;"medium";1920;1080;0;"2.70";8;"SSD";8;0;"Nvidia";" Quadro M1000M";"windows";8;119827;141
952;"Dell";"Ultrabook";14.0;"medium";1920;1080;0;"2.80";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;94572;157
953;"Toshiba";"Notebook";13.3;"small";1920;1080;0;"2.30";8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";8;77789;166
954;"Asus";"2 in 1 Convertible";12.5;"small";1920;1080;0;"1.20";8;"Flash Storage";64;0;"Intel";" HD Graphics 515";"others";8;61752;176
955;"Lenovo";"Ultrabook";14.0;"medium";1920;1080;0;"2.60";8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";8;79333;157
956;"Dell";"Gaming";17.3;"large";3840;2160;0;"2.80";16;"Hybrid";512;1024;"Nvidia";" GeForce GTX 1070";"windows";16;168045;255
957;"Dell";"2 in 1 Convertible";13.3;"small";1920;1080;1;"1.20";8;"SSD";256;0;"Intel";" HD Graphics 615";"windows";8;101179;166
958;"HP";"2 in 1 Convertible";11.6;"small";1366;768;1;"1.10";4;"SSD";256;0;"Intel";" HD Graphics 505";"windows";4;41292;135
959;"Dell";"Ultrabook";13.3;"small";3200;1800;0;"2.50";8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";8;67559;276
960;"Acer";"2 in 1 Convertible";11.6;"small";1366;768;1;"1.60";4;"Flash Storage";32;0;"Intel";" HD Graphics 400";"others";4;20726;135
961;"Toshiba";"Notebook";13.3;"small";1920;1080;0;"2.40";8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";8;81785;166
962;"Lenovo";"Ultrabook";12.5;"small";1920;1080;0;"2.60";8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";8;93773;176
963;"Acer";"Notebook";15.6;"medium";1920;1080;0;"2.50";12;"Hybrid";128;1024;"Nvidia";" GeForce GTX 950M";"windows";12;53760;141
964;"Toshiba";"Ultrabook";12.5;"small";1920;1080;1;"2.70";8;"SSD";512;0;"Intel";" HD Graphics 620";"windows";8;95371;176
